Rank,URL,SourcePath,ContentDir,Total,Input,Output,Tested,Testable,Maybe,Error
176,https://www.mongodb.com/docs/manual/core/inmemory/,manual/manual/source/core/inmemory.txt,manual,19,0,0,0,0,17,
177,https://www.mongodb.com/docs/manual/core/journaling/,manual/manual/source/core/journaling.txt,manual,11,0,0,0,0,10,
178,https://www.mongodb.com/docs/manual/core/kerberos/,manual/manual/source/core/kerberos.txt,manual,2,0,0,0,0,0,
179,https://www.mongodb.com/docs/manual/core/localhost-exception/,manual/manual/source/core/localhost-exception.txt,manual,0,0,0,0,0,0,
180,https://www.mongodb.com/docs/manual/core/long-running-secondary-reads/,manual/manual/source/core/long-running-secondary-reads.txt,manual,6,0,0,0,0,6,
181,https://www.mongodb.com/docs/manual/core/map-reduce-concurrency/,manual/manual/source/core/map-reduce-concurrency.txt,manual,0,0,0,0,0,0,
182,https://www.mongodb.com/docs/manual/core/map-reduce-sharded-collections/,manual/manual/source/core/map-reduce-sharded-collections.txt,manual,0,0,0,0,0,0,
183,https://www.mongodb.com/docs/manual/core/map-reduce/,manual/manual/source/core/map-reduce.txt,manual,0,0,0,0,0,0,
184,https://www.mongodb.com/docs/manual/core/materialized-views/,manual/manual/source/core/materialized-views.txt,manual,10,0,0,0,0,8,
185,https://www.mongodb.com/docs/manual/core/moveable-collections/,manual/manual/source/core/moveable-collections.txt,manual,0,0,0,0,0,0,
186,https://www.mongodb.com/docs/manual/core/moveable-collections/multi-tenant/,manual/manual/source/core/moveable-collections/multi-tenant.txt,manual,0,0,0,0,0,0,
187,https://www.mongodb.com/docs/manual/core/oidc/security-oidc/,manual/manual/source/core/oidc/security-oidc.txt,manual,1,0,0,0,0,1,
188,https://www.mongodb.com/docs/manual/core/oidc/workforce/,manual/manual/source/core/oidc/workforce.txt,manual,1,0,0,0,0,1,
189,https://www.mongodb.com/docs/manual/core/oidc/workforce/configure-oidc/,manual/manual/source/core/oidc/workforce/configure-oidc.txt,manual,9,0,0,0,0,3,
190,https://www.mongodb.com/docs/manual/core/oidc/workforce/database-user-workforce/,manual/manual/source/core/oidc/workforce/database-user-workforce.txt,manual,5,0,0,0,0,2,
191,https://www.mongodb.com/docs/manual/core/oidc/workforce/workforce-external-provider/,manual/manual/source/core/oidc/workforce/workforce-external-provider.txt,manual,0,0,0,0,0,0,
192,https://www.mongodb.com/docs/manual/core/oidc/workload/,manual/manual/source/core/oidc/workload.txt,manual,1,0,0,0,0,1,
193,https://www.mongodb.com/docs/manual/core/oidc/workload/configure-mongodb-workload/,manual/manual/source/core/oidc/workload/configure-mongodb-workload.txt,manual,9,0,0,0,0,4,
194,https://www.mongodb.com/docs/manual/core/oidc/workload/database-user-workload/,manual/manual/source/core/oidc/workload/database-user-workload.txt,manual,5,0,0,0,0,2,
195,https://www.mongodb.com/docs/manual/core/oidc/workload/workload-external-provider/,manual/manual/source/core/oidc/workload/workload-external-provider.txt,manual,0,0,0,0,0,0,
196,https://www.mongodb.com/docs/manual/core/query-optimization/,manual/manual/source/core/query-optimization.txt,manual,11,0,0,0,0,11,
197,https://www.mongodb.com/docs/manual/core/query-plans/,manual/manual/source/core/query-plans.txt,manual,4,0,0,0,0,4,
198,https://www.mongodb.com/docs/manual/core/query-shapes/,manual/manual/source/core/query-shapes.txt,manual,6,0,0,0,0,6,
199,https://www.mongodb.com/docs/manual/core/queryable-encryption/,manual/manual/source/core/queryable-encryption.txt,manual,0,0,0,0,0,0,
200,https://www.mongodb.com/docs/manual/core/queryable-encryption/about-qe-csfle/,manual/manual/source/core/queryable-encryption/about-qe-csfle.txt,manual,0,0,0,0,0,0,
201,https://www.mongodb.com/docs/manual/core/queryable-encryption/features/,manual/manual/source/core/queryable-encryption/features.txt,manual,0,0,0,0,0,0,
202,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/,manual/manual/source/core/queryable-encryption/fundamentals.txt,manual,0,0,0,0,0,0,
203,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/enable-qe/,manual/manual/source/core/queryable-encryption/fundamentals/enable-qe.txt,manual,2,0,0,0,0,2,
204,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/encrypt-and-query/,manual/manual/source/core/queryable-encryption/fundamentals/encrypt-and-query.txt,manual,0,0,0,0,0,0,
205,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/keys-key-vaults/,manual/manual/source/core/queryable-encryption/fundamentals/keys-key-vaults.txt,manual,3,1,1,0,0,0,
206,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/kms-providers/,manual/manual/source/core/queryable-encryption/fundamentals/kms-providers.txt,manual,3,0,0,0,0,1,
207,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/manage-collections/,manual/manual/source/core/queryable-encryption/fundamentals/manage-collections.txt,manual,4,2,2,0,0,3,
208,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/manage-keys/,manual/manual/source/core/queryable-encryption/fundamentals/manage-keys.txt,manual,1,0,0,0,0,1,
209,https://www.mongodb.com/docs/manual/core/queryable-encryption/fundamentals/manual-encryption/,manual/manual/source/core/queryable-encryption/fundamentals/manual-encryption.txt,manual,0,0,0,0,0,0,
210,https://www.mongodb.com/docs/manual/core/queryable-encryption/install-library/,manual/manual/source/core/queryable-encryption/install-library.txt,manual,10,0,0,0,8,2,
211,https://www.mongodb.com/docs/manual/core/queryable-encryption/install/,manual/manual/source/core/queryable-encryption/install.txt,manual,40,0,0,0,0,35,
212,https://www.mongodb.com/docs/manual/core/queryable-encryption/overview-enable-qe/,manual/manual/source/core/queryable-encryption/overview-enable-qe.txt,manual,0,0,0,0,0,0,
213,https://www.mongodb.com/docs/manual/core/queryable-encryption/overview-use-qe/,manual/manual/source/core/queryable-encryption/overview-use-qe.txt,manual,0,0,0,0,0,0,
214,https://www.mongodb.com/docs/manual/core/queryable-encryption/qe-create-application/,manual/manual/source/core/queryable-encryption/qe-create-application.txt,manual,152,0,0,0,112,2,
215,https://www.mongodb.com/docs/manual/core/queryable-encryption/qe-create-cmk/,manual/manual/source/core/queryable-encryption/qe-create-cmk.txt,manual,9,0,0,0,3,3,
216,https://www.mongodb.com/docs/manual/core/queryable-encryption/qe-create-encrypted-collection/,manual/manual/source/core/queryable-encryption/qe-create-encrypted-collection.txt,manual,53,0,0,0,43,0,
217,https://www.mongodb.com/docs/manual/core/queryable-encryption/qe-create-encryption-schema/,manual/manual/source/core/queryable-encryption/qe-create-encryption-schema.txt,manual,11,0,0,0,0,10,
218,https://www.mongodb.com/docs/manual/core/queryable-encryption/qe-retrieve-encrypted-document/,manual/manual/source/core/queryable-encryption/qe-retrieve-encrypted-document.txt,manual,25,0,0,0,20,0,
219,https://www.mongodb.com/docs/manual/core/queryable-encryption/quick-start/,manual/manual/source/core/queryable-encryption/quick-start.txt,manual,98,0,0,0,72,1,
220,https://www.mongodb.com/docs/manual/core/queryable-encryption/reference/,manual/manual/source/core/queryable-encryption/reference.txt,manual,0,0,0,0,0,0,
221,https://www.mongodb.com/docs/manual/core/queryable-encryption/reference/compatibility/,manual/manual/source/core/queryable-encryption/reference/compatibility.txt,manual,0,0,0,0,0,0,
222,https://www.mongodb.com/docs/manual/core/queryable-encryption/reference/limitations/,manual/manual/source/core/queryable-encryption/reference/limitations.txt,manual,0,0,0,0,0,0,
223,https://www.mongodb.com/docs/manual/core/queryable-encryption/reference/qe-options-clients/,manual/manual/source/core/queryable-encryption/reference/qe-options-clients.txt,manual,0,0,0,0,0,0,
224,https://www.mongodb.com/docs/manual/core/queryable-encryption/reference/supported-operations/,manual/manual/source/core/queryable-encryption/reference/supported-operations.txt,manual,2,0,0,0,0,0,
225,https://www.mongodb.com/docs/manual/core/queryable-encryption/tutorials/,manual/manual/source/core/queryable-encryption/tutorials.txt,manual,0,0,0,0,0,0,
226,https://www.mongodb.com/docs/manual/core/queryable-encryption/tutorials/explicit-encryption/,manual/manual/source/core/queryable-encryption/tutorials/explicit-encryption.txt,manual,71,0,0,0,65,2,
227,https://www.mongodb.com/docs/manual/core/ranged-sharding/,manual/manual/source/core/ranged-sharding.txt,manual,1,0,0,0,0,1,
228,https://www.mongodb.com/docs/manual/core/read-isolation-consistency-recency/,manual/manual/source/core/read-isolation-consistency-recency.txt,manual,26,0,0,0,8,10,
229,https://www.mongodb.com/docs/manual/core/read-preference-hedge-option/,manual/manual/source/core/read-preference-hedge-option.txt,manual,0,0,0,0,0,0,
230,https://www.mongodb.com/docs/manual/core/read-preference-mechanics/,manual/manual/source/core/read-preference-mechanics.txt,manual,8,0,0,0,0,8,
231,https://www.mongodb.com/docs/manual/core/read-preference-staleness/,manual/manual/source/core/read-preference-staleness.txt,manual,0,0,0,0,0,0,
232,https://www.mongodb.com/docs/manual/core/read-preference-tags/,manual/manual/source/core/read-preference-tags.txt,manual,8,0,0,0,0,5,
233,https://www.mongodb.com/docs/manual/core/read-preference-use-cases/,manual/manual/source/core/read-preference-use-cases.txt,manual,9,0,0,0,0,9,
234,https://www.mongodb.com/docs/manual/core/read-preference/,manual/manual/source/core/read-preference.txt,manual,8,0,0,0,0,8,
235,https://www.mongodb.com/docs/manual/core/replica-set-arbiter/,manual/manual/source/core/replica-set-arbiter.txt,manual,10,0,0,0,0,9,
236,https://www.mongodb.com/docs/manual/core/replica-set-architecture-geographically-distributed/,manual/manual/source/core/replica-set-architecture-geographically-distributed.txt,manual,0,0,0,0,0,0,
237,https://www.mongodb.com/docs/manual/core/replica-set-architecture-three-members/,manual/manual/source/core/replica-set-architecture-three-members.txt,manual,0,0,0,0,0,0,
238,https://www.mongodb.com/docs/manual/core/replica-set-architectures/,manual/manual/source/core/replica-set-architectures.txt,manual,0,0,0,0,0,0,
239,https://www.mongodb.com/docs/manual/core/replica-set-delayed-member/,manual/manual/source/core/replica-set-delayed-member.txt,manual,1,0,0,0,0,1,
240,https://www.mongodb.com/docs/manual/core/replica-set-elections/,manual/manual/source/core/replica-set-elections.txt,manual,1,0,0,0,0,1,
241,https://www.mongodb.com/docs/manual/core/replica-set-hidden-member/,manual/manual/source/core/replica-set-hidden-member.txt,manual,1,0,0,0,0,0,
242,https://www.mongodb.com/docs/manual/core/replica-set-high-availability/,manual/manual/source/core/replica-set-high-availability.txt,manual,0,0,0,0,0,0,
243,https://www.mongodb.com/docs/manual/core/replica-set-members/,manual/manual/source/core/replica-set-members.txt,manual,12,0,0,0,0,11,
244,https://www.mongodb.com/docs/manual/core/replica-set-oplog/,manual/manual/source/core/replica-set-oplog.txt,manual,16,0,0,0,0,14,
245,https://www.mongodb.com/docs/manual/core/replica-set-primary/,manual/manual/source/core/replica-set-primary.txt,manual,0,0,0,0,0,0,
246,https://www.mongodb.com/docs/manual/core/replica-set-priority-0-member/,manual/manual/source/core/replica-set-priority-0-member.txt,manual,0,0,0,0,0,0,
247,https://www.mongodb.com/docs/manual/core/replica-set-rollbacks/,manual/manual/source/core/replica-set-rollbacks.txt,manual,14,0,0,0,0,12,
248,https://www.mongodb.com/docs/manual/core/replica-set-secondary/,manual/manual/source/core/replica-set-secondary.txt,manual,2,0,0,0,0,2,
249,https://www.mongodb.com/docs/manual/core/replica-set-sync/,manual/manual/source/core/replica-set-sync.txt,manual,2,0,0,0,0,2,
250,https://www.mongodb.com/docs/manual/core/replica-set-write-concern/,manual/manual/source/core/replica-set-write-concern.txt,manual,1,0,0,0,0,1,
251,https://www.mongodb.com/docs/manual/core/reshard-to-same-key/,manual/manual/source/core/reshard-to-same-key.txt,manual,3,0,0,0,0,1,
252,https://www.mongodb.com/docs/manual/core/retryable-reads/,manual/manual/source/core/retryable-reads.txt,manual,0,0,0,0,0,0,
253,https://www.mongodb.com/docs/manual/core/retryable-writes/,manual/manual/source/core/retryable-writes.txt,manual,3,0,0,0,0,3,
254,https://www.mongodb.com/docs/manual/core/rolling-index-builds/,manual/manual/source/core/rolling-index-builds.txt,manual,0,0,0,0,0,0,
255,https://www.mongodb.com/docs/manual/core/schema-validation/,manual/manual/source/core/schema-validation.txt,manual,0,0,0,0,0,0,
256,https://www.mongodb.com/docs/manual/core/schema-validation/bypass-document-validation/,manual/manual/source/core/schema-validation/bypass-document-validation.txt,manual,5,0,0,0,0,5,
257,https://www.mongodb.com/docs/manual/core/schema-validation/handle-invalid-documents/,manual/manual/source/core/schema-validation/handle-invalid-documents.txt,manual,7,0,0,0,0,7,
258,https://www.mongodb.com/docs/manual/core/schema-validation/specify-json-schema/,manual/manual/source/core/schema-validation/specify-json-schema.txt,manual,8,2,2,0,0,6,
259,https://www.mongodb.com/docs/manual/core/schema-validation/specify-json-schema/json-schema-tips/,manual/manual/source/core/schema-validation/specify-json-schema/json-schema-tips.txt,manual,6,0,0,0,0,6,
260,https://www.mongodb.com/docs/manual/core/schema-validation/specify-json-schema/specify-allowed-field-values/,manual/manual/source/core/schema-validation/specify-json-schema/specify-allowed-field-values.txt,manual,6,0,0,0,0,6,
261,https://www.mongodb.com/docs/manual/core/schema-validation/specify-query-expression-rules/,manual/manual/source/core/schema-validation/specify-query-expression-rules.txt,manual,6,0,0,0,0,6,
262,https://www.mongodb.com/docs/manual/core/schema-validation/specify-validation-level/,manual/manual/source/core/schema-validation/specify-validation-level.txt,manual,7,0,0,0,0,6,
263,https://www.mongodb.com/docs/manual/core/schema-validation/specify-validation-polymorphic-collections/,manual/manual/source/core/schema-validation/specify-validation-polymorphic-collections.txt,manual,8,2,2,0,0,6,
264,https://www.mongodb.com/docs/manual/core/schema-validation/update-schema-validation/,manual/manual/source/core/schema-validation/update-schema-validation.txt,manual,6,0,0,0,0,6,
265,https://www.mongodb.com/docs/manual/core/schema-validation/use-json-schema-query-conditions/,manual/manual/source/core/schema-validation/use-json-schema-query-conditions.txt,manual,12,0,0,0,0,12,
266,https://www.mongodb.com/docs/manual/core/schema-validation/view-existing-validation-rules/,manual/manual/source/core/schema-validation/view-existing-validation-rules.txt,manual,4,0,0,0,0,4,
267,https://www.mongodb.com/docs/manual/core/search-in-community/connect-to-search/,manual/manual/source/core/search-in-community/connect-to-search.txt,manual,29,7,7,0,14,12,
268,https://www.mongodb.com/docs/manual/core/search-in-community/deploy-rs-keyfile-mongot/,manual/manual/source/core/search-in-community/deploy-rs-keyfile-mongot.txt,manual,10,0,0,0,0,8,
269,https://www.mongodb.com/docs/manual/core/search-in-community/verify-mongot-packages/,manual/manual/source/core/search-in-community/verify-mongot-packages.txt,manual,10,0,0,0,0,8,
270,https://www.mongodb.com/docs/manual/core/security-data-encryption/,manual/manual/source/core/security-data-encryption.txt,manual,0,0,0,0,0,0,
